"Data Source","World Development Indicators",

"Last Updated Date","2020-03-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.60069747166524","3.09227956631828","3.96781695223309","5.81573798283632","5.61212867763099","3.79257481836986","5.29652063670913","6.3031476532625","3.37063984292365","3.28021068958557","3.70558998081253","6.56914462662608","2.19988085379144","1.04827003836422","5.62905789662709","4.52747582077552","2.0981114433781","2.17096237092223","3.33279535063625","2.94529553096598","5.94980703889611","5.07287814285493","1.72707227677658","-0.677053972892622","3.10730064897437","0.789086084331487","-2.25223459712616","1.77682187882982","2.04106016031503","-1.45228249622829","0.686526038421036","","",
"Afghanistan","AFG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6552382203402","11.2714320716706","10.9127735387642","7.19975129286274","22.5277562093884","2.09628874762085","-2.16340443766715","3.81463032579354","16.593346721495","7.30175647720745","4.82278547610282","0.566944539835859","2.44756300761806","5.10271288797584","1.94772264230163","0.791838824045186","",
"Angola","AGO","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.10030616508335","0","0.0127635595984543","0.00118811155769549","19.0352057383646","-9.01306192046172","9.82331135214172","2.21377444879207","16.2796626876656","14.0074398234429","106.309982271022","476.51575086326","917.783468411763","2175.97895508759","1825.49514900731","4800.53164415744","95.4530221791129","39.3593483252693","557.501113091215","418.018991534099","106.352125501451","196.98410524691","93.9268544397287","33.4401786487082","42.3755606018204","17.1180976102743","4.30841552965401","19.3699205957861","-16.7610820511749","31.6891691992944","31.7715427854015","7.25571028111005","2.83974416372304","3.56082279298968","-3.51839026018669","21.7742995129639","22.6145047599887","34.8448720732219","",
"Albania","ALB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.13957198592792","-0.0177190999887955","-0.0167551715144612","-0.0283602569954127","0.35122234732161","-2.41730042856717","-0.000306092834449601","-0.000578580125733197","0.00367916143216007","-0.431368813098914","35.5142469578391","232.984658871868","125.650814200424","35.8424752156681","9.97066268022495","38.1721119122412","11.2396818167848","6.73024515556058","2.10347859903513","5.6437820728261","3.81393291822263","3.64414991674875","5.19710539886991","3.15694393888282","3.30349111296084","2.48066573879643","4.38989968361267","4.11718476789898","2.4226468843527","4.49310579945856","2.3147855249635","1.04242630814653","0.288750097139086","1.54987863303229","0.563959683755755","-0.632442183836105","1.47425449846867","0.948346996304977","",
"Andorra","AND","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","7.84587099216796","8.51807771267011","11.8494338564742","15.94520129743","16.7817954081357","16.4898572117254","23.3830925590869","20.631041405079","16.931689072909","13.3548138463662","12.3511732158075","13.5823498290084","11.8842352505511","10.8647343709055","8.59546376147419","10.8788152564796","5.94419881012041","5.93612498877994","6.89620714766018","7.32624365429172","6.93514904139276","6.7107711637175","4.53723174638985","3.87985279924578","4.93312352666111","0.797176302646577","2.22816016825726","1.49955688927319","2.73197763564346","29.2262783030586","2.76951809893593","3.40040785278457","2.87986344921434","3.35036855287724","3.09959688839577","3.20049242714123","3.86981071081807","1.9800730558791","-1.37827172324023E-05","1.59994278580142","2.49986769633944","1.09991362054735","0.000360615916989104","-0.100367069065967","-0.455465514725034","0.699897362379005","1.06376941763638","0.895994650439661","",
"Arab World","ARB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","1.11297594269509","3.46769842542869","6.56187254887828","2.88672356045552","11.3922592901611","24.3947260899814","5.9140221094345","8.18303321368225","9.7947149122414","8.41721327900066","13.9878379203218","17.4722936584549","11.7111853722947","6.52970585465911","6.97019803491197","6.98120274567067","4.09732531021858","6.2452809438732","8.84202042193579","5.38319482606504","8.70352882235993","14.121404167389","7.86471109233668","5.40526535010804","4.69134334377286","7.87371705849506","7.11122212649723","5.06481964069891","4.73548255995039","-1.71524486687987","6.62689397577544","10.442344704719","0.714601020982407","3.97074773282307","5.9446613903885","11.2138480392846","12.8506997184085","9.41874355146707","7.46654927922877","15.3070455335187","-8.70527002029664","12.4901759424146","15.5293905558533","4.50061324459567","1.71941431991975","0.266076692589223","-3.93199880204979","0.530513585198534","5.59763888375429","7.67646295070851","",
"United Arab Emirates","ARE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","11.7743313549633","5.25575609125819","-3.66111149544007","7.05102054449355","9.51597603475069","7.05448398235431","1.31286872877226","-3.61801721852341","-6.09746718633876","0.74053288990028","-1.69848529741977","3.68558480261672","2.38104573165367","1.75127660936019","3.33590049399268","0.810848724715441","1.80682611993994","1.27803630532681","-0.262474922298338","3.90747975417074","5.77304390654221","-0.952300705805683","-4.25444532085106","8.44337745491752","11.4595357967841","-2.34930767171669","3.770839548802","4.07240679607601","8.50142205935694","16.526306925231","11.9621492886867","12.5339606710296","18.5333530817247","-15.1829798840046","12.4901759424146","13.165389424771","2.23763405834659","-0.867150016122579","-0.905520850273703","-15.4785730270295","-3.26536519487381","5.26854089567779","7.79691991428433","",
"Argentina","ARG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","20.3106975252928","28.871841651733","25.5911543481732","28.7746173195633","21.2329349235212","25.6034624263967","29.0182629356081","10.2753105574405","7.79583003660558","6.46787463937974","31.2710638825753","64.2447859181755","65.5352873661713","30.6304413715772","197.697364540376","438.322779724218","159.427177705708","161.372172005774","147.377044038694","95.7904246111226","105.27636637456","194.535299671424","380.158528520508","611.196303889043","607.447497820506","77.2922366864323","127.539918062845","381.246344411434","3046.09115199662","2078.31681803114","140.502378663632","16.0719935356945","-3.56109557576578","2.84933971509302","3.16512339016519","-0.0523754965904146","-0.46391313116429","-1.70527962400088","-1.83655839220663","1.03728710073175","-1.09576771833679","30.555204053903","10.4957030215496","18.3633542492033","10.3175111982406","13.7410524859152","14.9399250245835","23.1711649813124","15.3776493708921","20.915124272047","23.7034721839593","22.3148806733049","23.9487984162746","40.2829716315506","26.5799916024707","41.1193799882279","26.0074831458529","40.7027906889545","",
"Armenia","ARM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3861043020338","568.807295427439","1391.16654316589","4107.29676980384","161.163917589411","19.5917703035531","17.735994497092","10.6984977546442","0.0538040795678114","-1.37367599633916","4.0691399356898","2.36978781397931","4.561098398377","6.30953272428904","3.2398362489533","4.61985766366242","4.23277038320515","5.98956235908277","2.5569350529141","7.76871548351161","4.28154999813803","5.34580441550033","3.36682464224465","2.30918242990974","1.21390990471085","0.268575076501392","2.15064189848613","2.5831073082371","",
"American Samoa","ASM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70122177940937","-3.36653381394014","-1.36167464717741","2.89566946149189","2.81980742778545","11.1747609734898","25.7548845470693","-15.4185022026432","-0.639031234748671","17.3495685952265","2.35560228884435","-0.781491478067892","1.5339084591421","1.44774890365578","-1.92710212919523","3.38892288861689","",
